point_id,algorithm,num_observations,num_breaks,break_dates,time_span_years,status
1412199,CCD,212,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412199 (possibly due to no enough clear observation)
1412200,CCD,264,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412200 (possibly due to no enough clear observation)
1412201,CCD,238,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412201 (possibly due to no enough clear observation)
1412204,CCD,270,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412204 (possibly due to no enough clear observation)
1412207,CCD,247,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412207 (possibly due to no enough clear observation)
1412210,CCD,238,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412210 (possibly due to no enough clear observation)
1412212,CCD,265,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412212 (possibly due to no enough clear observation)
1412214,CCD,302,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412214 (possibly due to no enough clear observation)
1412218,CCD,249,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412218 (possibly due to no enough clear observation)
1412219,CCD,237,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412219 (possibly due to no enough clear observation)
1412223,CCD,272,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412223 (possibly due to no enough clear observation)
1412225,CCD,241,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412225 (possibly due to no enough clear observation)
1412227,CCD,251,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412227 (possibly due to no enough clear observation)
1412231,CCD,269,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412231 (possibly due to no enough clear observation)
1412232,CCD,223,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412232 (possibly due to no enough clear observation)
1412233,CCD,259,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412233 (possibly due to no enough clear observation)
1412235,CCD,231,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412235 (possibly due to no enough clear observation)
1412236,CCD,264,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412236 (possibly due to no enough clear observation)
1412238,CCD,252,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412238 (possibly due to no enough clear observation)
1412240,CCD,234,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412240 (possibly due to no enough clear observation)
1412241,CCD,243,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412241 (possibly due to no enough clear observation)
1412243,CCD,258,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412243 (possibly due to no enough clear observation)
1412244,CCD,332,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412244 (possibly due to no enough clear observation)
1412247,CCD,259,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412247 (possibly due to no enough clear observation)
1412249,CCD,252,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412249 (possibly due to no enough clear observation)
1412251,CCD,224,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412251 (possibly due to no enough clear observation)
1412252,CCD,217,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412252 (possibly due to no enough clear observation)
1412253,CCD,269,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412253 (possibly due to no enough clear observation)
1412254,CCD,262,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412254 (possibly due to no enough clear observation)
1412255,CCD,233,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412255 (possibly due to no enough clear observation)
1412262,CCD,266,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412262 (possibly due to no enough clear observation)
1412263,CCD,240,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412263 (possibly due to no enough clear observation)
1412264,CCD,261,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412264 (possibly due to no enough clear observation)
1412267,CCD,265,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412267 (possibly due to no enough clear observation)
1412268,CCD,256,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412268 (possibly due to no enough clear observation)
1412270,CCD,255,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412270 (possibly due to no enough clear observation)
1412273,CCD,268,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412273 (possibly due to no enough clear observation)
1412274,CCD,232,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412274 (possibly due to no enough clear observation)
1412275,CCD,268,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412275 (possibly due to no enough clear observation)
1412277,CCD,274,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412277 (possibly due to no enough clear observation)
1412279,CCD,271,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412279 (possibly due to no enough clear observation)
1412281,CCD,262,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412281 (possibly due to no enough clear observation)
1412282,CCD,260,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412282 (possibly due to no enough clear observation)
1412285,CCD,262,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412285 (possibly due to no enough clear observation)
1412286,CCD,240,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412286 (possibly due to no enough clear observation)
1412289,CCD,273,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412289 (possibly due to no enough clear observation)
1412290,CCD,258,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412290 (possibly due to no enough clear observation)
1412291,CCD,271,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412291 (possibly due to no enough clear observation)
1412293,CCD,260,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412293 (possibly due to no enough clear observation)
1412295,CCD,275,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412295 (possibly due to no enough clear observation)
1412297,CCD,259,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412297 (possibly due to no enough clear observation)
1412299,CCD,218,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412299 (possibly due to no enough clear observation)
1412300,CCD,249,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412300 (possibly due to no enough clear observation)
1412302,CCD,280,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412302 (possibly due to no enough clear observation)
1412303,CCD,265,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412303 (possibly due to no enough clear observation)
1412305,CCD,221,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412305 (possibly due to no enough clear observation)
1412308,CCD,258,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412308 (possibly due to no enough clear observation)
1412309,CCD,252,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412309 (possibly due to no enough clear observation)
1412310,CCD,234,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412310 (possibly due to no enough clear observation)
1412311,CCD,256,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412311 (possibly due to no enough clear observation)
1412312,CCD,225,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412312 (possibly due to no enough clear observation)
1412314,CCD,244,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412314 (possibly due to no enough clear observation)
1412316,CCD,200,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412316 (possibly due to no enough clear observation)
1412317,CCD,247,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412317 (possibly due to no enough clear observation)
1412322,CCD,257,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412322 (possibly due to no enough clear observation)
1412324,CCD,275,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412324 (possibly due to no enough clear observation)
1412328,CCD,234,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412328 (possibly due to no enough clear observation)
1412329,CCD,264,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412329 (possibly due to no enough clear observation)
1412330,CCD,281,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412330 (possibly due to no enough clear observation)
1412331,CCD,207,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412331 (possibly due to no enough clear observation)
1412332,CCD,270,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412332 (possibly due to no enough clear observation)
1412338,CCD,225,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412338 (possibly due to no enough clear observation)
1412340,CCD,276,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412340 (possibly due to no enough clear observation)
1412341,CCD,234,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412341 (possibly due to no enough clear observation)
1412342,CCD,281,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412342 (possibly due to no enough clear observation)
1412343,CCD,259,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412343 (possibly due to no enough clear observation)
1412344,CCD,265,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412344 (possibly due to no enough clear observation)
1412350,CCD,258,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412350 (possibly due to no enough clear observation)
1412351,CCD,272,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412351 (possibly due to no enough clear observation)
1412352,CCD,262,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412352 (possibly due to no enough clear observation)
1412358,CCD,245,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412358 (possibly due to no enough clear observation)
1412366,CCD,274,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412366 (possibly due to no enough clear observation)
1412369,CCD,265,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412369 (possibly due to no enough clear observation)
1412375,CCD,269,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412375 (possibly due to no enough clear observation)
1412376,CCD,263,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412376 (possibly due to no enough clear observation)
1412377,CCD,244,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412377 (possibly due to no enough clear observation)
1412379,CCD,273,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412379 (possibly due to no enough clear observation)
1412380,CCD,273,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412380 (possibly due to no enough clear observation)
1412381,CCD,274,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412381 (possibly due to no enough clear observation)
1412382,CCD,261,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412382 (possibly due to no enough clear observation)
1412386,CCD,240,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412386 (possibly due to no enough clear observation)
1412392,CCD,272,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412392 (possibly due to no enough clear observation)
1412396,CCD,258,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412396 (possibly due to no enough clear observation)
1412397,CCD,256,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412397 (possibly due to no enough clear observation)
1412398,CCD,238,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412398 (possibly due to no enough clear observation)
1412400,CCD,259,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412400 (possibly due to no enough clear observation)
1412406,CCD,238,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412406 (possibly due to no enough clear observation)
1412407,CCD,252,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412407 (possibly due to no enough clear observation)
1412408,CCD,268,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412408 (possibly due to no enough clear observation)
1412409,CCD,225,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412409 (possibly due to no enough clear observation)
1412410,CCD,223,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412410 (possibly due to no enough clear observation)
1412412,CCD,245,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412412 (possibly due to no enough clear observation)
1412419,CCD,276,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412419 (possibly due to no enough clear observation)
1412423,CCD,251,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412423 (possibly due to no enough clear observation)
1412426,CCD,226,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412426 (possibly due to no enough clear observation)
1412428,CCD,226,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412428 (possibly due to no enough clear observation)
1412431,CCD,286,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412431 (possibly due to no enough clear observation)
1412433,CCD,281,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412433 (possibly due to no enough clear observation)
1412435,CCD,243,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412435 (possibly due to no enough clear observation)
1412439,CCD,266,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412439 (possibly due to no enough clear observation)
1412441,CCD,263,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412441 (possibly due to no enough clear observation)
1412443,CCD,276,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412443 (possibly due to no enough clear observation)
1412444,CCD,250,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412444 (possibly due to no enough clear observation)
1412446,CCD,249,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412446 (possibly due to no enough clear observation)
1412448,CCD,239,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412448 (possibly due to no enough clear observation)
1412449,CCD,282,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412449 (possibly due to no enough clear observation)
1412451,CCD,229,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412451 (possibly due to no enough clear observation)
1412452,CCD,235,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412452 (possibly due to no enough clear observation)
1412453,CCD,242,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412453 (possibly due to no enough clear observation)
1412454,CCD,255,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412454 (possibly due to no enough clear observation)
1412455,CCD,247,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412455 (possibly due to no enough clear observation)
1412456,CCD,276,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412456 (possibly due to no enough clear observation)
1412459,CCD,253,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412459 (possibly due to no enough clear observation)
1412460,CCD,287,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412460 (possibly due to no enough clear observation)
1412461,CCD,266,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412461 (possibly due to no enough clear observation)
1412462,CCD,262,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412462 (possibly due to no enough clear observation)
1412463,CCD,266,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412463 (possibly due to no enough clear observation)
1412469,CCD,238,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412469 (possibly due to no enough clear observation)
1412470,CCD,262,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412470 (possibly due to no enough clear observation)
1412471,CCD,278,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412471 (possibly due to no enough clear observation)
1412472,CCD,218,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412472 (possibly due to no enough clear observation)
1412475,CCD,251,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412475 (possibly due to no enough clear observation)
1412476,CCD,240,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412476 (possibly due to no enough clear observation)
1412477,CCD,265,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412477 (possibly due to no enough clear observation)
1412479,CCD,261,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412479 (possibly due to no enough clear observation)
1412482,CCD,273,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412482 (possibly due to no enough clear observation)
1412484,CCD,265,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412484 (possibly due to no enough clear observation)
1412485,CCD,268,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412485 (possibly due to no enough clear observation)
1412486,CCD,273,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412486 (possibly due to no enough clear observation)
1412488,CCD,265,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412488 (possibly due to no enough clear observation)
1412489,CCD,280,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412489 (possibly due to no enough clear observation)
1412490,CCD,282,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412490 (possibly due to no enough clear observation)
1412491,CCD,217,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412491 (possibly due to no enough clear observation)
1412492,CCD,250,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412492 (possibly due to no enough clear observation)
1412493,CCD,251,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412493 (possibly due to no enough clear observation)
1412494,CCD,268,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412494 (possibly due to no enough clear observation)
1412496,CCD,223,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412496 (possibly due to no enough clear observation)
1412498,CCD,246,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412498 (possibly due to no enough clear observation)
1412500,CCD,234,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412500 (possibly due to no enough clear observation)
1412504,CCD,250,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412504 (possibly due to no enough clear observation)
1412505,CCD,220,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412505 (possibly due to no enough clear observation)
1412507,CCD,268,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412507 (possibly due to no enough clear observation)
1412509,CCD,299,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412509 (possibly due to no enough clear observation)
1412510,CCD,265,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412510 (possibly due to no enough clear observation)
1412515,CCD,221,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412515 (possibly due to no enough clear observation)
1412516,CCD,221,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412516 (possibly due to no enough clear observation)
1412517,CCD,232,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412517 (possibly due to no enough clear observation)
1412520,CCD,254,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412520 (possibly due to no enough clear observation)
1412522,CCD,283,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412522 (possibly due to no enough clear observation)
1412526,CCD,257,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412526 (possibly due to no enough clear observation)
1412527,CCD,250,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412527 (possibly due to no enough clear observation)
1412530,CCD,245,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412530 (possibly due to no enough clear observation)
1412535,CCD,282,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412535 (possibly due to no enough clear observation)
1412536,CCD,229,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412536 (possibly due to no enough clear observation)
1412538,CCD,241,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412538 (possibly due to no enough clear observation)
1412541,CCD,251,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412541 (possibly due to no enough clear observation)
1412542,CCD,279,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412542 (possibly due to no enough clear observation)
1412544,CCD,255,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412544 (possibly due to no enough clear observation)
1412546,CCD,265,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412546 (possibly due to no enough clear observation)
1412547,CCD,266,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412547 (possibly due to no enough clear observation)
1412549,CCD,233,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412549 (possibly due to no enough clear observation)
1412554,CCD,254,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412554 (possibly due to no enough clear observation)
1412557,CCD,268,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412557 (possibly due to no enough clear observation)
1412564,CCD,201,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412564 (possibly due to no enough clear observation)
1412566,CCD,260,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412566 (possibly due to no enough clear observation)
1412568,CCD,237,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412568 (possibly due to no enough clear observation)
1412570,CCD,241,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412570 (possibly due to no enough clear observation)
1412572,CCD,245,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412572 (possibly due to no enough clear observation)
1412574,CCD,252,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412574 (possibly due to no enough clear observation)
1412575,CCD,233,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412575 (possibly due to no enough clear observation)
1412577,CCD,246,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412577 (possibly due to no enough clear observation)
1412578,CCD,252,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412578 (possibly due to no enough clear observation)
1412581,CCD,259,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412581 (possibly due to no enough clear observation)
1412582,CCD,228,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412582 (possibly due to no enough clear observation)
1412584,CCD,256,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412584 (possibly due to no enough clear observation)
1412587,CCD,243,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412587 (possibly due to no enough clear observation)
1412588,CCD,258,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412588 (possibly due to no enough clear observation)
1412589,CCD,267,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412589 (possibly due to no enough clear observation)
1412592,CCD,267,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412592 (possibly due to no enough clear observation)
1412593,CCD,260,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412593 (possibly due to no enough clear observation)
1412594,CCD,257,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412594 (possibly due to no enough clear observation)
1412596,CCD,294,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412596 (possibly due to no enough clear observation)
1412597,CCD,246,-1,,0.0,error: The COLD function has no change records outputted for pos = 1412597 (possibly due to no enough clear observation)
